#GENE	BCOM_SCORE	1000G_SCORE	MIN_SCORE	ID
KCNA1	2.05424	2.99871	2.05424	*
TRIP12	2.05079	3.21502	2.05079	*
AR	3.06789	2.05013	2.05013	-
HCN1	2.04666	3.18123	2.04666	*
KCNB1	2.04354	4.01789	2.04354	*
KCNG1	2.02889	2.36042	2.02889	*
ADCY1	2.02263	3.56167	2.02263	*
ATP2B2	2.00912	3.53032	2.00912	*
PHIP	2.00669	2.17543	2.00669	*
KCND3	2.00585	2.37654	2.00585	*
RIMS1	2.00528	5.48389	2.00528	*
GRIN2A	2.0044	3.67323	2.0044	*
TCF7L2	1.99928	3.91231	1.99928	*
SLITRK1	1.99591	2.91388	1.99591	*
DHX9	1.99393	2.44896	1.99393	*
GALNT9	1.98607	2.28701	1.98607	*
UBR3	1.98009	4.09131	1.98009	*
MARK1	1.97603	2.13839	1.97603	*
FLRT2	1.97335	2.2803	1.97335	*
DRD5	2.3591	1.96337	1.96337	-
KMT2C	6.73549	1.96061	1.96061	-
TUBA4A	1.95683	2.12041	1.95683	*
CEP170	1.95549	2.42318	1.95549	*
ADCY8	1.94977	3.10604	1.94977	*
KSR2	1.94133	2.73197	1.94133	*
KCNQ5	1.93654	2.76695	1.93654	*
USP48	1.92399	2.72533	1.92399	*
SOX9	1.92018	2.93236	1.92018	*
DLG2	1.91177	4.32929	1.91177	*
KCNH7	1.9065	2.99917	1.9065	*
PTBP2	1.90571	2.18889	1.90571	*
GRIK3	1.90425	3.23251	1.90425	*
COL11A1	1.8991	3.51706	1.8991	*
GABRG2	1.89838	2.4629	1.89838	*
INHBA	1.89688	2.08294	1.89688	*
GRIA1	1.88921	3.71762	1.88921	*
FAT4	1.88761	11.6075	1.88761	*
CCNA1	1.88698	2.10901	1.88698	*
CTR9	1.8833	2.26625	1.8833	*
PRKCG	1.88104	2.27696	1.88104	*
CREBBP	1.87964	3.52381	1.87964	*
DCAF12L1	1.87845	2.65692	1.87845	*
TLK2	1.87596	2.32631	1.87596	*
KIAA1109	1.86798	5.53669	1.86798	*
GNAO1	1.86608	2.34741	1.86608	*
GRM5	1.85909	4.86576	1.85909	*
PCDH9	1.85536	5.18388	1.85536	*
GABRB3	1.85535	2.16087	1.85535	*
ACTA1	1.85531	2.04601	1.85531	*
ZEB2	1.85433	3.04345	1.85433	*
RBM25	1.85248	2.14439	1.85248	*
NRG1	1.85157	4.30301	1.85157	*
DYNC1H1	1.84911	3.8045	1.84911	*
NCAM1	1.8487	3.35084	1.8487	*
MEF2C	1.84127	2.08675	1.84127	*
GLI3	1.8407	3.6049	1.8407	*
ZNF493	2.05258	1.84029	1.84029	-
SLC8A2	1.83767	2.15758	1.83767	*
MSN	1.83763	1.92494	1.83763	*
FRY	1.82887	6.60388	1.82887	*
CYP7B1	1.82613	2.42559	1.82613	*
PCDH11Y	2.20147	1.8237	1.8237	-
BCLAF1	2.65462	1.82228	1.82228	-
MYCBP2	1.81634	4.82024	1.81634	*
UPF1	1.8143	2.6134	1.8143	*
ROBO2	1.80694	4.14871	1.80694	*
GUCY1B3	1.80565	1.82265	1.80565	*
EPHB1	1.80548	3.13104	1.80548	*
ZYG11B	1.95943	1.80346	1.80346	-
CHST15	1.79889	3.08752	1.79889	*
SPTBN1	1.79859	3.07055	1.79859	*
MAP2K1	1.79696	2.06165	1.79696	*
SCN3A	1.79605	5.21718	1.79605	*
PCDHA3	1.7959	3.1465	1.7959	*
SOHLH2	1.79332	2.39141	1.79332	*
JADE1	1.7932	1.99394	1.7932	*
SPATA31C2	1.78833	2.43754	1.78833	*
RNF43	1.78592	2.08228	1.78592	*
GRIA4	1.78476	3.58094	1.78476	*
FOXG1	1.78471	2.23562	1.78471	*
MYT1L	1.78147	3.16087	1.78147	*
CNR1	1.78082	1.99008	1.78082	*
TAF1	1.77883	2.85907	1.77883	*
XKR4	1.77152	2.24364	1.77152	*
HRH2	1.76826	2.11138	1.76826	*
PCDHA2	1.76109	4.4092	1.76109	*
VAV1	1.76035	2.06858	1.76035	*
RIMBP2	1.75495	4.17503	1.75495	*
PRDM9	1.75065	2.68282	1.75065	*
ZNF483	1.74097	1.78622	1.74097	*
FYN	1.73837	1.98694	1.73837	*
ATP2B3	1.73427	3.40397	1.73427	*
NOS1	1.73418	3.78053	1.73418	*
GTF2I	3.30436	1.72935	1.72935	-
DDX23	1.72285	2.09589	1.72285	*
DAPK1	1.72266	2.92899	1.72266	*
TRRAP	1.72097	5.60829	1.72097	*
STAT1	1.71774	1.91353	1.71774	*
PRKRIR	4.03424	1.71513	1.71513	-
ZNF28	2.0459	1.70925	1.70925	-
SOGA3	1.70504	2.60978	1.70504	*
NIPBL	1.70349	3.64434	1.70349	*
EPHA5	1.69658	4.45047	1.69658	*
TBC1D25	1.69576	2.11843	1.69576	*
SMARCB1	1.69537	1.77627	1.69537	*
SLC12A5	1.69461	3.73601	1.69461	*
GNB4	1.6944	1.85794	1.6944	*
KCNG2	1.69161	2.80094	1.69161	*
SOX11	1.69008	1.71451	1.69008	*
TRHDE	1.68759	3.33828	1.68759	*
KCNJ8	1.6835	2.04328	1.6835	*
RBM10	1.76725	1.68273	1.68273	-
RRAGB	1.67737	1.9313	1.67737	*
SNX13	1.67271	2.84045	1.67271	*
SOX5	1.66671	2.4231	1.66671	*
DIP2C	1.66659	2.64093	1.66659	*
CADPS	1.66214	2.50939	1.66214	*
PTPRM	1.66058	2.90914	1.66058	*
IRX1	1.65788	2.65064	1.65788	*
MAGEC3	1.65651	2.95829	1.65651	*
BANP	1.64984	1.71507	1.64984	*
IL1RAPL2	1.64889	1.74583	1.64889	*
SLC25A12	1.64737	2.01967	1.64737	*
SCN8A	1.64421	3.61109	1.64421	*
NYAP2	1.63687	2.32828	1.63687	*
SCN1A	1.63086	3.74822	1.63086	*
RORB	1.61939	1.73745	1.61939	*
FLNA	1.61858	4.39732	1.61858	*
FMN2	1.61618	3.88439	1.61618	*
UNC79	1.61502	3.87748	1.61502	*
PPFIA2	1.61078	3.59199	1.61078	*
PPARGC1A	1.6059	2.269	1.6059	*
TGFBR1	1.60072	1.73288	1.60072	*
CLCN4	1.60051	2.17015	1.60051	*
GUCY1A3	1.59968	3.46082	1.59968	*
AGO1	1.59458	1.95911	1.59458	*
CPXCR1	1.59304	1.71286	1.59304	*
SNTG1	1.59287	2.82445	1.59287	*
SLC6A15	1.58724	2.20485	1.58724	*
TRPC7	1.5849	2.04534	1.5849	*
PRKCB	1.58343	2.75007	1.58343	*
KCNA4	1.58291	2.33547	1.58291	*
FAM47A	3.50751	1.57845	1.57845	-
CTCF	1.57696	1.61783	1.57696	*
OR2L3	1.57694	2.17495	1.57694	*
ROBO1	1.57636	5.22428	1.57636	*
FGF13	1.57321	1.72072	1.57321	*
CPSF6	1.56382	1.86568	1.56382	*
HDX	1.56313	2.23297	1.56313	*
AGO2	1.56278	1.72034	1.56278	*
FLRT3	1.56181	1.97436	1.56181	*
KCNJ4	1.58141	1.55913	1.55913	-
JAKMIP1	1.55751	2.2312	1.55751	*
SLCO3A1	1.55726	2.52286	1.55726	*
TNR	1.55509	3.60128	1.55509	*
ACRC	1.55396	2.44818	1.55396	*
CSDE1	1.55315	2.20883	1.55315	*
ITGB1	1.55275	1.75816	1.55275	*
KCNB2	1.5505	2.89113	1.5505	*
RBBP7	1.54863	2.01512	1.54863	*
RPS6KA2	1.54546	2.17218	1.54546	*
ZNF208	2.76472	1.54401	1.54401	-
MMP16	1.54117	2.34004	1.54117	*
SEMA3C	1.53537	2.72283	1.53537	*
PDS5A	1.52971	1.91347	1.52971	*
KCNV1	1.52789	1.71795	1.52789	*
GABRB2	1.52393	1.661	1.52393	*
TUBGCP3	1.52362	1.56784	1.52362	*
LRFN2	1.52257	3.01974	1.52257	*
G3BP1	1.52192	2.40803	1.52192	*
NTM	1.519	2.01076	1.519	*
SLITRK2	1.51786	2.39603	1.51786	*
SHOX	1.51638	2.04959	1.51638	*
SHROOM4	1.51523	1.59111	1.51523	*
CCDC30	1.5121	1.92711	1.5121	*
USP7	1.51063	2.05516	1.51063	*
NTRK3	1.51004	2.38558	1.51004	*
NUAK1	1.50982	2.54386	1.50982	*
IGF2BP1	1.59202	1.50807	1.50807	-
ADGRB3	1.50551	3.67618	1.50551	*
ASH1L	1.5043	3.94016	1.5043	*
NETO1	1.50263	1.88758	1.50263	*
GRM3	1.49873	2.60091	1.49873	*
KIF1A	1.49708	3.65143	1.49708	*
TMEM132D	1.49349	5.42204	1.49349	*
DOCK3	1.49292	3.22461	1.49292	*
CHRNB2	1.49283	2.0304	1.49283	*
SLC44A5	1.4915	1.86328	1.4915	*
KIF3A	1.49054	1.76074	1.49054	*
MEIS1	1.48792	1.82423	1.48792	*
MST1	3.5717	1.48549	1.48549	-
UPF2	1.48455	2.48081	1.48455	*
EEF2	1.48245	1.69044	1.48245	*
USP28	1.48125	2.51955	1.48125	*
POU4F2	1.48089	2.0244	1.48089	*
TGIF2LX	1.4798	2.04959	1.4798	*
CACNA2D3	1.47974	2.17345	1.47974	*
KIAA2022	1.47944	2.79408	1.47944	*
TRIM3	1.47911	2.28565	1.47911	*
ZIC1	1.47888	1.77658	1.47888	*
MON1B	1.47697	2.34069	1.47697	*
GABRA1	1.47649	2.06184	1.47649	*
DDX46	1.47509	1.6037	1.47509	*
CSE1L	1.47388	1.51622	1.47388	*
ZMYND8	1.47262	3.40883	1.47262	*
SLIT1	1.47211	3.58014	1.47211	*
PCDHGC5	1.47006	2.23356	1.47006	*
ATP2A2	1.46969	2.02527	1.46969	*
SSX5	1.46806	2.24869	1.46806	*
STAG2	1.46749	1.53417	1.46749	*
PTPRK	1.46717	3.3935	1.46717	*
ZIC4	1.46624	1.84142	1.46624	*
ITPR1	1.46544	3.63117	1.46544	*
TBR1	1.4652	1.75148	1.4652	*
B3GAT1	1.56054	1.46467	1.46467	-
ADGRL3	1.46462	3.63937	1.46462	*
AGO3	1.46367	2.03367	1.46367	*
SMC3	1.46273	1.92488	1.46273	*
RBM46	1.4624	1.75035	1.4624	*
HSPA2	1.46239	2.18797	1.46239	*
EGR3	1.46168	1.94064	1.46168	*
JAKMIP2	1.46154	3.14142	1.46154	*
CADM1	1.46125	2.32113	1.46125	*
PCDH18	1.45248	4.52183	1.45248	*
CDC73	1.45196	1.67702	1.45196	*
PLPPR5	1.45187	1.62108	1.45187	*
OR11H12	4.33438	1.45171	1.45171	-
ZMYND11	1.45142	1.92797	1.45142	*
SUPT5H	1.45008	2.33847	1.45008	*
PPP2R1A	1.44849	2.02443	1.44849	*
VPS50	1.44825	1.56934	1.44825	*
ZNF148	1.44817	1.63201	1.44817	*
CUL1	1.44679	1.6523	1.44679	*
OPCML	1.44652	1.86093	1.44652	*
NOL4	1.44644	2.3002	1.44644	*
CSNK2A2	1.44572	1.76737	1.44572	*
ATP8A2	1.44353	3.12262	1.44353	*
ZSWIM6	1.44303	3.23437	1.44303	*
CAMK1D	1.44234	1.50236	1.44234	*
ZMYM3	1.44226	2.47817	1.44226	*
CDH6	1.4419	2.20835	1.4419	*
PROKR1	1.44056	2.09062	1.44056	*
NONO	1.61411	1.43981	1.43981	-
AKT3	1.43684	1.6677	1.43684	*
ST6GAL2	1.43604	2.40078	1.43604	*
RPS6KA6	1.4359	1.70954	1.4359	*
WWP1	1.43572	3.01107	1.43572	*
GRIA3	1.97169	1.43484	1.43484	-
FGD1	1.43451	2.2375	1.43451	*
ARHGAP28	1.43372	2.31965	1.43372	*
FBXO10	1.42706	2.9303	1.42706	*
SMARCA4	1.4247	3.39821	1.4247	*
LYN	1.42306	1.60068	1.42306	*
ZNF385D	1.42122	2.50392	1.42122	*
ANO4	1.41999	2.50501	1.41999	*
DGKB	1.41991	2.04376	1.41991	*
LINGO1	1.41917	2.14937	1.41917	*
PLEKHM1	1.41872	1.78855	1.41872	*
NRXN3	1.41823	2.88694	1.41823	*
BMP7	1.41713	1.61898	1.41713	*
ABCD1	2.13588	1.41701	1.41701	-
RNF40	1.41628	2.76101	1.41628	*
SFMBT2	1.41622	3.71957	1.41622	*
F2	1.41138	1.87402	1.41138	*
GTF3C3	1.40978	1.92902	1.40978	*
CSMD3	1.40976	8.69457	1.40976	*
ELAVL1	1.40929	1.44523	1.40929	*
PCDHGB4	1.40842	2.40879	1.40842	*
TRIM33	1.40748	1.78017	1.40748	*
HLA-C	1.40719	1.78816	1.40719	*
CTNND2	1.40461	2.59759	1.40461	*
TRO	1.40253	2.11629	1.40253	*
LDOC1	1.40172	1.45767	1.40172	*
CNKSR2	1.40163	1.76419	1.40163	*
TFAP2D	1.40055	2.77885	1.40055	*
ZNF521	1.39909	2.88381	1.39909	*
KCNS2	1.39716	2.67562	1.39716	*
ADAMTS5	1.39674	3.71261	1.39674	*
CFH	1.39657	2.13831	1.39657	*
TMEM132B	1.39651	3.90128	1.39651	*
GALNT13	1.39423	2.49847	1.39423	*
FAM78B	1.39422	1.71368	1.39422	*
IL1RAPL1	1.39209	2.05264	1.39209	*
XK	1.46297	1.39038	1.39038	-
GRIPAP1	1.63145	1.38994	1.38994	-
OLFM1	1.38854	2.12118	1.38854	*
CDH22	1.38691	2.8257	1.38691	*
ZBTB16	1.38619	1.67117	1.38619	*
ATCAY	1.38508	1.99315	1.38508	*
POU3F3	1.38372	1.67108	1.38372	*
NR0B1	1.38236	2.28544	1.38236	*
KLHL24	1.3821	1.60097	1.3821	*
NDST3	1.37849	2.46801	1.37849	*
QRICH1	1.37836	1.53681	1.37836	*
ZNF569	1.37711	1.99601	1.37711	*
KCNC1	1.37393	1.8166	1.37393	*
PABPC4L	1.3715	2.6977	1.3715	*
EXT1	1.36891	2.39006	1.36891	*
KCND2	1.36885	2.27655	1.36885	*
KIT	1.36884	1.72371	1.36884	*
ARHGAP23	1.36367	1.91873	1.36367	*
TBX20	1.3613	1.66902	1.3613	*
KDM5C	1.36041	1.55567	1.36041	*
PCDHB2	1.36001	2.76567	1.36001	*
USP17L11	1.711	1.35934	1.35934	-
PRDM10	1.35854	3.70994	1.35854	*
PLPPR4	1.35565	2.7495	1.35565	*
AGO4	1.35535	1.73453	1.35535	*
KCNJ3	1.35517	1.68342	1.35517	*
CUX2	1.35513	3.59453	1.35513	*
SLC6A2	1.35227	2.9829	1.35227	*
SLC25A31	1.35107	1.76373	1.35107	*
PROX1	1.3501	2.08	1.3501	*
NEDD4L	1.70511	1.3478	1.3478	-
NFASC	1.34732	4.94542	1.34732	*
CNTN1	1.347	3.34832	1.347	*
CXorf57	1.34547	2.08453	1.34547	*
NBPF20	1.69721	1.34532	1.34532	-
SCML2	1.34452	1.35864	1.34452	*
ADCY2	1.34324	3.89998	1.34324	*
EML1	1.34252	2.36019	1.34252	*
ZNF564	1.40997	1.34038	1.34038	-
SPTAN1	1.34028	2.72766	1.34028	*
KDM5B	1.33935	1.75765	1.33935	*
LINGO2	1.33932	2.15292	1.33932	*
CHN1	1.33415	1.33978	1.33415	*
GFRA1	1.33272	1.78984	1.33272	*
MEX3B	1.33212	1.7006	1.33212	*
IGF2BP3	4.29927	1.32766	1.32766	-
DHX15	1.32736	2.05558	1.32736	*
CTNNA1	1.32626	2.34914	1.32626	*
SSBP3	1.32579	1.95618	1.32579	*
RICTOR	1.32461	2.32964	1.32461	*
POLR2B	1.32409	2.18267	1.32409	*
NTNG1	1.32396	2.18805	1.32396	*
SLC8A1	1.32286	3.35849	1.32286	*
HNRNPL	1.32241	1.43997	1.32241	*
ZIM2	1.32105	2.11444	1.32105	*
ARFGEF1	1.32052	2.53781	1.32052	*
PCDHGA3	1.32016	1.77241	1.32016	*
YTHDC1	1.31992	1.82318	1.31992	*
DDX11	6.13701	1.31971	1.31971	-
ATL1	1.31936	1.48284	1.31936	*
SLC35F3	1.31902	2.20655	1.31902	*
TENM3	1.31841	4.26818	1.31841	*
CHD8	1.31753	3.1503	1.31753	*
ARHGAP35	1.31706	3.50531	1.31706	*
PRKCD	1.3159	1.35354	1.3159	*
SLITRK4	1.31504	2.02931	1.31504	*
FAF1	1.62429	1.31179	1.31179	-
BCOR	1.31025	2.30766	1.31025	*
CLTC	1.30836	2.04549	1.30836	*
FILIP1	1.30747	2.18845	1.30747	*
KIF4A	1.30708	2.05379	1.30708	*
EFTUD2	1.30239	1.46645	1.30239	*
GPR32	1.30844	1.30219	1.30219	-
PXDN	1.30181	3.37791	1.30181	*
EZH2	1.30054	1.89711	1.30054	*
KLHL13	1.30017	2.38225	1.30017	*
EFEMP1	1.29668	2.47438	1.29668	*
ATP9A	1.2935	1.58508	1.2935	*
MYT1	1.29259	3.09748	1.29259	*
KLHL5	1.2921	2.52995	1.2921	*
ATP4A	1.29168	2.24832	1.29168	*
SMARCA5	1.29122	1.7051	1.29122	*
YTHDF2	1.29111	1.497	1.29111	*
KHSRP	1.35062	1.29062	1.29062	-
PPP2R2C	1.29018	2.02451	1.29018	*
UBR5	1.28998	2.57668	1.28998	*
OR2M4	1.28992	1.85807	1.28992	*
ISL1	1.28958	2.2667	1.28958	*
HTR1E	1.28935	1.86611	1.28935	*
RARB	1.28848	1.74154	1.28848	*
ACVR2A	1.28551	1.74826	1.28551	*
DAAM1	1.38125	1.28487	1.28487	-
TMEM26	1.28483	1.69838	1.28483	*
DIAPH2	1.28443	2.65036	1.28443	*
NRG3	1.28441	2.06555	1.28441	*
VPRBP	1.28191	1.33074	1.28191	*
ASAP1	1.28006	2.43442	1.28006	*
GFPT2	1.27918	2.22181	1.27918	*
ACTL6B	1.279	1.705	1.279	*
NBPF10	5.12565	1.27842	1.27842	-
RSPO2	1.27781	1.36353	1.27781	*
CUL4B	1.27769	1.68325	1.27769	*
FZD7	1.27597	1.63986	1.27597	*
TCERG1	1.27558	3.12065	1.27558	*
PTPRS	1.27472	5.99641	1.27472	*
CUL5	1.2746	1.77305	1.2746	*
GRIK5	1.27432	2.26029	1.27432	*
PLCL2	1.27411	2.19244	1.27411	*
FAM47B	1.27281	4.08326	1.27281	*
ATP11C	1.27278	1.6054	1.27278	*
KLF8	1.27163	1.6755	1.27163	*
PYHIN1	1.271	2.2276	1.271	*
RXRG	1.27021	1.61068	1.27021	*
GPR158	1.26941	3.222	1.26941	*
BRINP1	1.26896	2.34325	1.26896	*
APLP1	1.26849	1.80425	1.26849	*
ANAPC1	6.40701	1.2678	1.2678	-
AKT1	1.26775	1.6775	1.26775	*
HGF	1.26481	2.22065	1.26481	*
ZNF326	1.26407	1.55757	1.26407	*
SLC39A10	1.26286	1.89208	1.26286	*
GABRA2	1.26277	1.3866	1.26277	*
SMG1	1.26249	2.1745	1.26249	*
ARHGEF26	1.26139	2.78108	1.26139	*
MTA2	1.25809	1.4823	1.25809	*
MST1L	7.2374	1.25647	1.25647	-
CUL3	1.25321	1.45451	1.25321	*
SLC6A1	1.25233	1.75438	1.25233	*
JAK1	1.25214	1.52585	1.25214	*
CYFIP2	1.25186	1.78286	1.25186	*
SIRPA	1.30401	1.25096	1.25096	-
STXBP1	1.24896	1.65842	1.24896	*
RALGAPB	1.24893	2.98424	1.24893	*
PCDH7	1.24881	3.01727	1.24881	*
FUT9	1.24804	1.4178	1.24804	*
ELMO1	1.24749	2.24661	1.24749	*
NPR3	1.24699	1.27942	1.24699	*
LRRK2	1.24578	3.89276	1.24578	*
PUF60	1.64647	1.24493	1.24493	-
KCNQ2	1.24471	3.18737	1.24471	*
TDG	1.30475	1.24456	1.24456	-
HTR1B	1.24372	2.17031	1.24372	*
PAX3	1.24292	2.94332	1.24292	*
PPP1R16B	1.24291	1.88459	1.24291	*
CLMP	1.24026	1.2835	1.24026	*
EPHA7	1.23818	1.82594	1.23818	*
CAMK2G	1.2369	1.425	1.2369	*
PTCHD1	1.23668	1.42476	1.23668	*
LMBRD2	1.23416	1.28371	1.23416	*
ENOX2	1.23404	1.41897	1.23404	*
ZSCAN5A	1.91204	1.23311	1.23311	-
IRS4	1.22969	3.55216	1.22969	*
TNIK	1.2294	2.70292	1.2294	*
ADGRB2	1.2293	3.09766	1.2293	*
TUBB4A	1.22793	1.38538	1.22793	*
CNTNAP5	1.22653	4.09196	1.22653	*
OSBPL6	1.22633	1.60593	1.22633	*
ALG13	1.22607	2.20394	1.22607	*
GRM7	1.22599	3.05204	1.22599	*
ST8SIA4	1.22473	1.64997	1.22473	*
CHD2	1.22428	2.17367	1.22428	*
NCOA1	1.22297	1.99875	1.22297	*
DSPP	2.06471	1.21946	1.21946	-
PRDM14	1.21845	1.5361	1.21845	*
NOX4	1.21821	2.01429	1.21821	*
RUNX1T1	1.21769	2.15558	1.21769	*
HDAC9	1.21601	3.3773	1.21601	*
COPS6	1.21593	1.38068	1.21593	*
PCDHGA5	1.2153	3.16638	1.2153	*
CHST1	1.21499	1.77632	1.21499	*
RALYL	1.21245	1.4815	1.21245	*
CTSC	1.21176	1.4906	1.21176	*
ZNF184	1.21149	1.72938	1.21149	*
FADS2	1.21117	1.53201	1.21117	*
BTK	1.23006	1.21066	1.21066	-
ZNF385A	1.2105	1.67543	1.2105	*
AP2A2	1.20886	1.91155	1.20886	*
MBD5	1.20684	1.94888	1.20684	*
TSPAN5	1.20669	1.34041	1.20669	*
KCNA5	1.20551	2.81447	1.20551	*
NPAS4	1.20389	1.93718	1.20389	*
WASL	1.20346	1.57664	1.20346	*
KCNH5	1.2032	2.7707	1.2032	*
FOXK1	1.20225	2.1289	1.20225	*
ABCC9	1.20187	2.34055	1.20187	*
DNM3	1.20162	2.56366	1.20162	*
OTOA	1.20056	1.67227	1.20056	*
TRPC6	1.19838	2.30816	1.19838	*
MME	1.19651	2.33392	1.19651	*
TUBB8	2.95518	1.19438	1.19438	-
CHST11	1.19587	1.19414	1.19414	-
MAPK8	1.19291	1.44213	1.19291	*
ETV1	1.1925	1.34992	1.1925	*
PAK7	1.18913	1.75184	1.18913	*
POLR2A	1.18823	1.65944	1.18823	*
USP3	1.18814	1.82918	1.18814	*
RNF145	1.18753	2.0684	1.18753	*
MED1	1.18733	1.63766	1.18733	*
PIK3CG	1.18724	2.95555	1.18724	*
HS6ST3	1.18613	1.50947	1.18613	*
SETDB1	1.1851	2.0721	1.1851	*
DGKI	1.18427	2.5341	1.18427	*
IGSF1	1.18104	2.55039	1.18104	*
TOX	1.1806	1.83625	1.1806	*
CAMK2D	1.18026	1.47616	1.18026	*
ISLR2	1.17775	2.84178	1.17775	*
DCAF4L1	1.18786	1.17736	1.17736	-
OGDH	1.17713	1.9286	1.17713	*
NAV3	1.17681	3.70484	1.17681	*
OR14A16	1.17631	1.4148	1.17631	*
MATK	1.18685	1.1761	1.1761	-
NCOA2	1.17515	2.23875	1.17515	*
FBXW10	1.17502	2.3238	1.17502	*
CACNG3	1.33325	1.17471	1.17471	-
MAB21L2	1.17466	1.53471	1.17466	*
NCKAP1	1.17451	1.94087	1.17451	*
HCFC1	1.17383	3.91728	1.17383	*
KLHL34	1.1734	2.40395	1.1734	*
SERPINE3	1.16827	1.35079	1.16827	*
TBX18	1.16782	1.90619	1.16782	*
NLGN4Y	1.16693	1.59357	1.16693	*
